자치구,교육지원청,학교급,학교명,학교_주소,위도,경도,대표_전화번호,홈페이지_URL,학교_학생수,학교_교원1인당학생수,교육복지우선지원여부_UI,위클래스_있음,전문상담교사_수,보건교사_수,진로상담실_있음,방과후교과프로그램수,방과후특기적성프로그램수
광진구,성동광진교육지원청,중학교,동국대학교사범대학부속가람중학교,서울특별시 광진구 광나루로36길 47. 동국대학교사범대학부속가람중학교 (구의동),37.5419210650592,127.086977917618,02  -6948-2280,https://garam.sen.ms.kr,425,12.1,미해당,있음,0,1,있음,2.0,9.0
강북구,성북강북교육지원청,중학교,수유중학교,서울특별시 강북구 인수봉로37길 40(수유동.수유중학교),37.6312894231046,127.010319655123,02  -945 -6102,http://suyu.sen.ms.kr,424,11.2,해당,있음,1,1,있음,2.0,2.0
성북구,성북강북교육지원청,중학교,월곡중학교,서울특별시 성북구 장월로 6(상월곡동.월곡중학교),37.6069823458659,127.048259362361,02  -6496-6600,http://wolgok.sen.ms.kr,488,12.2,해당,있음,0,1,있음,1.0,3.0
강북구,성북강북교육지원청,중학교,화계중학교,서울특별시 강북구 화계사길 63(수유동),37.6325180593561,127.009709077901,02  -986 -3073,http://hwagye.sen.ms.kr,336,11.2,해당,있음,1,1,있음,1.0,2.0
성북구,성북강북교육지원청,중학교,개운중학교,서울특별시 성북구 북악산로 935(돈암동.개운중학교),37.5946266547149,127.024842114657,02  -3291-5492,http://gw.sen.ms.kr,700,12.7,해당,있음,0,1,있음,0.0,9.0
서초구,강남서초교육지원청,고등학교,양재고등학교,서울특별시 서초구 남부순환로346길 9(서초동.양재고등학교),37.4824216431127,127.032079625373,02  -571 -4457,http://yangjae.sen.hs.kr,822,10.8,미해당,있음,2,1,있음,2.0,1.0
영등포구,남부교육지원청,고등학교,여의도고등학교,서울특별시 영등포구 국제금융로7길 37(여의도동),37.525051010673,126.934219234109,02  -782 -0802,http://yeouido.sen.hs.kr,661,9.4,미해당,있음,1,1,있음,1.0,0.0
송파구,강동송파교육지원청,고등학교,잠신고등학교,서울특별시 송파구 잠실로 24. 잠신고등학교 (잠실동),37.5147012912615,127.08828295987,02  -417 -8771,http://jamsin.sen.hs.kr,675,9.8,미해당,있음,0,1,있음,1.0,0.0
동대문구,동부교육지원청,고등학교,청량고등학교,서울특별시 동대문구 왕산로 303(청량리동. 청량고등학교),37.5888860047887,127.051310950177,02  -959 -4362,http://chungryang.sen.hs.kr,846,11.3,미해당,있음,2,1,있음,7.0,7.0
강북구,성북강북교육지원청,고등학교,혜화여자고등학교,서울특별시 강북구 인수봉로 127(수유동.혜화여자고등학교),37.6313084157842,127.013212021303,02  -985 -8415,http://hyehwa-h.sen.hs.kr,588,10.3,해당,있음,2,1,있음,1.0,2.0
중랑구,동부교육지원청,고등학교,원묵고등학교,서울특별시 중랑구 숙선옹주로 82. 원묵고등학교 (묵동),37.6152323139525,127.085507784516,02  -3422-3573,http://wonmook.sen.hs.kr,653,10.9,미해당,있음,1,1,있음,3.0,3.0
강서구,강서양천교육지원청,고등학교,수명고등학교,서울특별시 강서구 수명로2길 15. 수명고등학교 (내발산동),37.5497618629354,126.824766247612,02  -2660-5500,http://sumyeong.sen.hs.kr,551,10.0,해당,있음,0,1,있음,0.0,3.0
강동구,강동송파교육지원청,고등학교,강동고등학교,서울특별시 강동구 구천면로 572(상일동),37.5499166487971,127.160668324892,02  -427 -0233,http://kangdong.hs.kr,741,13.7,미해당,있음,1,1,있음,16.0,1.0
양천구,강서양천교육지원청,고등학교,강서고등학교,서울특별시 양천구 목동중앙남로 27. 강서고등학교 (목동),37.5363155693554,126.865771125825,02  -2642-0725,https://gangseo.sen.hs.kr,943,13.1,미해당,있음,0,1,있음,17.0,0.0
광진구,성동광진교육지원청,고등학교,건국대학교사범대학부속고등학교,서울특별시 광진구 능동로 120. 건국대학교사범대학부속고등학교 (화양동),37.539182674872,127.074711902268,02  -446 -9046,https://konkuk.sen.hs.kr/,972,12.8,해당,있음,1,1,있음,78.0,0.0
마포구,서부교육지원청,고등학교,광성고등학교,서울특별시 마포구 신수로8길 20(신수동),37.5486975552073,126.935969575594,02  -703 -3457,http://kwangsung.sen.hs.kr,740,11.2,미해당,있음,1,1,있음,8.0,3.0
금천구,남부교육지원청,고등학교,문일고등학교,서울특별시 금천구 시흥대로47길 45(시흥동),37.4489152569278,126.898720653088,02  -802 -2301,http://moonil.sen.hs.kr,714,10.3,해당,있음,1,1,있음,20.0,2.0
강동구,강동송파교육지원청,고등학교,배재고등학교,서울특별시 강동구 고덕로 227(고덕동.배재중 고등학교),37.5550559824557,127.150160525237,02  -428 -1885,http://www.paichai.hs.kr,1293,15.4,미해당,있음,0,1,있음,15.0,3.0
송파구,강동송파교육지원청,고등학교,덕수고등학교,서울특별시 송파구 위례북로 10(거여동. 덕수고등학교),37.4855916213524,127.1470595726,02  -6952-2801,https://duksoo.sen.hs.kr/,864,10.8,해당,있음,1,1,있음,0.0,4.0
도봉구,북부교육지원청,고등학교,선덕고등학교,서울특별시 도봉구 시루봉로 53.  선덕고등학교 (쌍문동),37.6562750160952,127.026703057445,02  -998 -0927,http://sunduck.sen.hs.kr,1113,14.6,미해당,있음,1,1,있음,101.0,0.0
구로구,남부교육지원청,고등학교,우신고등학교,서울특별시 구로구 부일로 917. 우신고등학교 (궁동),37.4949023087281,126.826353599765,02  -2610-1556,http://wooshin.sen.hs.kr,741,12.1,미해당,있음,1,1,있음,19.0,3.0
서대문구,서부교육지원청,고등학교,인창고등학교,서울특별시 서대문구 경기대로 65. 인창고등학교 (충정로2가),37.564885131451,126.964023197643,02  -360 -3708,http://inchang.sen.hs.kr,362,7.9,미해당,있음,1,1,있음,8.0,1.0
강남구,강남서초교육지원청,고등학교,중산고등학교,서울특별시 강남구 일원로14길 22. 중산고등학교(일원동),37.4857429318866,127.0814284922,02  -2112-9000,http://www.jungsan.hs.kr,933,12.8,미해당,있음,1,1,있음,2.0,2.0
강서구,강서양천교육지원청,고등학교,한광고등학교,서울특별시 강서구 등촌로13길 110(화곡동),37.5388437129063,126.857939342826,070 -7458-1003,http://hankwang.sen.hs.kr,270,9.3,미해당,있음,1,1,있음,0.0,0.0
강서구,강서양천교육지원청,고등학교,경복여자고등학교,서울특별시 강서구 화곡로63길 40. 경복여자고등학교 (등촌동),37.5578218303652,126.850595718037,02  -3661-1741,http://kb.sen.hs.kr,615,11.6,미해당,있음,1,2,있음,2.0,0.0
은평구,서부교육지원청,고등학교,선일여자고등학교,서울특별시 은평구 갈현로29길 27(갈현동),37.6203042094228,126.911993073275,02  -355 -9994,http://sunil.sen.hs.kr,619,9.5,해당,없음,0,1,있음,4.0,2.0
용산구,중부교육지원청,고등학교,신광여자고등학교,서울특별시 용산구 청파로 263. 신광여자고등학교 (청파동3가),37.5428998795519,126.969447523164,02  -710 -6940,http://shinkwang.sen.hs.kr,256,6.2,미해당,있음,1,1,있음,2.0,0.0
송파구,강동송파교육지원청,고등학교,영파여자고등학교,서울특별시 송파구 올림픽로 565. 영파여자고등학교 (풍납동.영파여자고등학교),37.5327371486645,127.119740221132,02  -483 -8881,http://youngpa.sen.hs.kr,801,11.3,미해당,있음,0,1,있음,0.0,0.0
도봉구,북부교육지원청,고등학교,정의여자고등학교,서울특별시 도봉구 노해로49길 69(쌍문동),37.6533558400471,127.032427255133,02  -3499-4812,http://jeongeui.hs.kr,589,9.1,미해당,있음,1,1,있음,10.0,0.0
강북구,성북강북교육지원청,고등학교,창문여자고등학교,서울특별시 강북구 월계로 61. 창문여자고등학교 (미아동),37.6134009168268,127.035828005248,02  -986 -1701,http://changmun.sen.hs.kr,895,12.8,해당,있음,0,1,있음,2.0,0.0
금천구,남부교육지원청,고등학교,국립전통예술고등학교,서울특별시 금천구 시흥대로38길 62(시흥동),37.4463710473917,126.906462134788,02  -896 -1094,http://kugak-am.sen.hs.kr,508,9.8,미해당,있음,1,1,있음,0.0,107.0
광진구,성동광진교육지원청,고등학교,선화예술고등학교,서울특별시 광진구 천호대로 664(능동),37.5509798002896,127.087095159462,02  -2204-1380,http://www.sunhwa.org,1082,24.6,미해당,없음,0,1,있음,234.0,0.0
광진구,성동광진교육지원청,고등학교,대원외국어고등학교,서울특별시 광진구 용마산로22길 26. 대원외국어고등학교 (중곡동),37.5624502219725,127.089376716312,02  -2204-1527,http://www.dwfl.hs.kr/,763,12.7,미해당,있음,0,1,있음,52.0,4.0
강서구,강서양천교육지원청,고등학교,명덕외국어고등학교,서울특별시 강서구 강서로47길 34-10. 명덕외국어고등학교 (내발산동.명덕여자고등학교),37.5538694849081,126.8339773378,02  -2665-8821,http://www.mdfh.or.kr,729,11.8,미해당,없음,0,1,있음,14.0,4.0
강남구,강남서초교육지원청,고등학교,서울로봇고등학교,서울특별시 강남구 광평로20길 63. 서울로봇고등학교 (일원동),37.480741415643,127.084154946756,02  -2226-2141,http://srobot.sen.hs.kr,381,5.0,미해당,있음,1,2,있음,9.0,4.0
중구,중부교육지원청,고등학교,성동공업고등학교,서울특별시 중구 다산로 290(흥인동),37.5693631529572,127.017281730243,070 -8685-7620,http://sdth.sen.hs.kr,414,5.8,해당,있음,1,1,있음,22.0,4.0
영등포구,남부교육지원청,고등학교,한강미디어고등학교,서울특별시 영등포구 선유로55길 22(양평동4가.한강미디어고등학교),37.5393010496265,126.897109034358,070 -8852-1440,https://hm.sen.hs.kr,466,6.9,해당,있음,0,1,있음,16.0,1.0
마포구,서부교육지원청,고등학교,서울디자인고등학교,서울특별시 마포구 백범로 139서울디자인고등학교,37.5466750773343,126.948479002412,02  -715 -2261,http://seodi.sen.hs.kr,763,6.4,해당,있음,1,2,있음,18.0,0.0
노원구,북부교육지원청,고등학교,서울아이티고등학교,서울특별시 노원구 섬밭로 299(중계동.서울아이티고등학교),37.6424184430399,127.06244927375,02  -948 -1901,http://seoulit.sen.hs.kr,445,6.0,해당,있음,1,1,있음,8.0,0.0
관악구,동작관악교육지원청,고등학교,광신방송예술고등학교,서울특별시 관악구 광신길 141(신림동. 광신방송예술고등학교),37.4644762024804,126.925940565455,02  -881 -8510,http://ksmedia.sen.hs.kr,320,7.6,미해당,있음,1,1,있음,1.0,14.0
동대문구,동부교육지원청,고등학교,해성국제컨벤션고등학교,서울특별시 동대문구 전농로20길 31. 해성국제컨벤션고등학교 (전농동),37.5818725994505,127.056976879173,070 -8786-1376,http://haesung.sen.hs.kr,259,6.0,해당,있음,1,1,있음,14.0,1.0
마포구,서부교육지원청,고등학교,홍익디자인고등학교,서울특별시 마포구 성미산로 111(연남동),37.563510635781,126.919166278819,02  -3140-1256,http://hid.sen.hs.kr,289,8.3,미해당,없음,0,1,있음,5.0,7.0
은평구,서부교육지원청,고등학교,선정국제관광고등학교,서울특별시 은평구 서오릉로20길 19. 선정국제관광고등학교 (갈현동),37.6187045126614,126.909031611714,02  -3156-1638,http://sjt.sen.hs.kr,215,6.0,해당,있음,1,1,있음,1.0,5.0
마포구,서부교육지원청,중학교,아현산업정보학교,서울특별시 마포구 마포대로 249(아현동. 아현산업정보학교),37.557026368803,126.958022776892,02  -390 -5803,http://ahyeon.sen.sc.kr,0,0.0,미해당,있음,1,1,있음,1.0,4.0
종로구,중부교육지원청,중학교,서울다솜관광고등학교,서울특별시 종로구 종로58길 30(숭인동),37.5721095475785,127.01741265638,02  -6743-0504,http://sds.sen.hs.kr,110,6.5,미해당,있음,0,1,있음,1.0,4.0
종로구,중부교육지원청,중학교,오디세이학교,서울특별시 종로구 종로58길 30(숭인동),37.5721095475785,127.01741265638,02  -2256-4120,http://odyssey.hs.kr,0,0.0,미해당,있음,0,0,있음,1.0,4.0
중랑구,동부교육지원청,중학교,동원중학교,서울특별시 중랑구 양원역로 32(망우동. 동원중학교),37.6038226403943,127.109498124672,02  -493 -8129,http://dongwon.sen.ms.kr,485,12.4,해당,있음,1,1,있음,8.0,4.0
중랑구,동부교육지원청,중학교,장안중학교,서울특별시 중랑구 동일로 780. 장안중학교 (중화동),37.6005073021727,127.081376524078,02  -6930-3300,http://jangan70.sen.ms.kr,445,10.6,해당,있음,1,1,있음,7.0,7.0
동대문구,동부교육지원청,중학교,숭인중학교,서울특별시 동대문구 천호대로47길 34(답십리동. 숭인중학교),37.5738482581785,127.043896480723,02  -2215-0176,http://soongin.sen.ms.kr,385,10.7,해당,있음,0,1,있음,7.0,3.0
중랑구,동부교육지원청,중학교,상봉중학교,서울특별시 중랑구 상봉중앙로8나길 28(상봉동),37.601527985138,127.090124645592,070 -4445-5525,https://sangbong.sen.ms.kr,652,12.1,해당,있음,1,1,있음,2.0,3.0
동대문구,동부교육지원청,중학교,동국대학교사범대학부속중학교,서울특별시 동대문구 장안벚꽃로 201(장안동),37.5780471818476,127.075133018965,02  -6716-1700,http://dongguk.sen.ms.kr,535,12.7,해당,있음,1,1,있음,2.0,7.0
은평구,서부교육지원청,중학교,연신중학교,서울특별시 은평구 연서로33길 16-32(연신중학교. 불광동),37.62353926398,126.924287913377,02  -383 -7831,http://yonsin.sen.ms.kr,362,10.3,해당,있음,1,1,있음,4.0,4.0
서대문구,서부교육지원청,중학교,연희중학교,서울특별시 서대문구 증가로 170(남가좌동),37.5795872821657,126.918791837695,02  -372 -2992,https://yonhi.sen.ms.kr,788,12.5,해당,있음,1,2,있음,0.0,4.0
서대문구,서부교육지원청,중학교,인왕중학교,서울특별시 서대문구 세검정로4길. 69 (홍제동),37.5927225609737,126.951779287049,02  -396 -5406,http://inwang.sen.ms.kr,365,10.1,해당,있음,1,2,있음,2.0,8.0
은평구,서부교육지원청,중학교,선정중학교,서울특별시 은평구 서오릉로20길 19. 선정중학교 (갈현동),37.6187045126614,126.909031611714,02  -3156-1422,http://www.sunjung.ms.kr,539,11.0,해당,있음,1,1,있음,4.0,1.0
은평구,서부교육지원청,중학교,예일여자중학교,서울특별시 은평구 연서로 117(구산동),37.6109458980893,126.914792838283,02  -380 -0984,http://yale.sen.ms.kr,603,13.7,해당,있음,0,1,있음,0.0,2.0
서대문구,서부교육지원청,중학교,중앙여자중학교,서울특별시 서대문구 북아현로11가길 7(북아현동. 중앙여자중학교),37.5631767195176,126.954059321222,02  -362 -3063,http://jungang1940.sen.ms.kr,269,9.3,해당,있음,0,1,있음,3.0,3.0
구로구,남부교육지원청,중학교,개웅중학교,서울특별시 구로구 개봉로11길 81. 개웅중학교 (개봉동.개웅중학교),37.48752689616,126.851071080046,02  -2688-0907,http://kaewoong.sen.ms.kr,450,11.8,해당,있음,1,2,있음,1.0,3.0
영등포구,남부교육지원청,중학교,대림중학교,서울특별시 영등포구 시흥대로185길 6(대림동.대림중학교),37.4921386164499,126.906943001077,02  -845 -2171,http://daerim.sen.ms.kr,454,11.1,해당,있음,1,1,있음,8.0,2.0
구로구,남부교육지원청,중학교,영림중학교,서울특별시 구로구 가마산로27길 17. 영림중학교 (구로동),37.4972281131318,126.89071786561,02  -859 -0320,http://younglim.sen.ms.kr,522,11.9,해당,있음,1,1,있음,0.0,7.0
금천구,남부교육지원청,중학교,한울중학교,서울특별시 금천구 독산로50길 60한울중학교,37.4624053084957,126.907170322675,02  -856 -4941,https://hanwool.sen.ms.kr,509,11.3,해당,있음,1,1,있음,0.0,4.0
노원구,북부교육지원청,중학교,공릉중학교,서울특별시 노원구 노원로1길 42(공릉동.공릉중학교),37.6221359473952,127.083501333421,02  -971 -5212,http://kongrung.sen.ms.kr,691,11.3,해당,있음,2,1,있음,1.0,6.0
노원구,북부교육지원청,중학교,중원중학교,서울특별시 노원구 공릉로 420(중계동.중원중학교),37.644238678695,127.068029512763,02  -971 -2788,https://joongwon.sen.ms.kr,344,10.8,해당,있음,1,1,있음,1.0,0.0
노원구,북부교육지원청,중학교,하계중학교,서울특별시 노원구 노원로 261-8(하계동),37.6413699077314,127.072333564792,02  -3399-0247,http://hagye.sen.ms.kr,647,12.9,해당,있음,1,1,있음,0.0,4.0
노원구,북부교육지원청,중학교,상계제일중학교,서울특별시 노원구 덕릉로86길 29-15. 상계제일중학교 (중계동),37.6610756041689,127.078078515184,02  -930 -3543,http://sanggyejeil.sen.ms.kr,488,12.2,해당,있음,1,1,있음,0.0,6.0
중구,중부교육지원청,중학교,덕수중학교,서울특별시 중구 마른내로9길 10(인현동2가. 덕수중학교),37.5655795665775,126.996997330546,02  -2265-9077,http://ducksu.sen.ms.kr,241,8.6,해당,있음,1,1,있음,3.0,3.0
중구,중부교육지원청,중학교,장원중학교,서울특별시 중구 동호로15길 93-34(신당동),37.5539645178112,127.006042884936,02  -2238-1181,http://jangwon.sen.ms.kr,202,8.1,해당,있음,1,1,있음,1.0,1.0
중구,중부교육지원청,중학교,창덕여자중학교,서울특별시 중구 정동길 22. 창덕여자중학교 (정동),37.5664327974417,126.96921017611,02  -2125-8000,http://cd.sen.ms.kr,175,7.0,해당,있음,0,1,있음,2.0,5.0
종로구,중부교육지원청,중학교,덕성여자중학교,서울특별시 종로구 율곡로3길 49(송현동),37.5777859821946,126.981909156246,02  -733 -4807,http://duksung.sen.ms.kr,154,5.3,해당,있음,0,1,있음,3.0,2.0
용산구,중부교육지원청,중학교,신광여자중학교,서울특별시 용산구 청파로 263(청파동3가),37.5428998795519,126.969447523164,02  -710 -6990,http://shinkwang.sen.ms.kr,242,9.7,해당,있음,0,1,있음,0.0,0.0
송파구,강동송파교육지원청,중학교,석촌중학교,서울특별시 송파구 송이로15길 13(가락동),37.5014549929626,127.121117352937,02  -448 -4031,http://seokchon.sen.ms.kr,306,10.2,해당,있음,0,1,있음,0.0,1.0
강동구,강동송파교육지원청,중학교,성내중학교,서울특별시 강동구 성안로7길 36(성내동.성내중학교),37.5290619074653,127.129117291814,02  -480 -1600,http://seongnae.sen.ms.kr,522,11.9,해당,있음,1,1,있음,0.0,1.0
송파구,강동송파교육지원청,중학교,송파중학교,서울특별시 송파구 동남로 203(가락동. 송파중학교),37.4959246234885,127.129932432189,02  -402 -0118,http://songpa.sen.ms.kr,885,13.4,해당,있음,0,2,있음,0.0,8.0
송파구,강동송파교육지원청,중학교,신천중학교,서울특별시 송파구 백제고분로 11. 신천중학교 (잠실동),37.5162500127349,127.079283389854,02  -422 -3946,http://scm.sen.ms.kr,1082,14.8,미해당,있음,0,1,있음,0.0,3.0
강동구,강동송파교육지원청,중학교,천일중학교,서울특별시 강동구 천중로 57(천호동.천일중학교),37.5458447527249,127.128196604109,02  -470 -3542,http://cheonil.sen.ms.kr,483,11.5,해당,있음,0,1,있음,0.0,8.0
송파구,강동송파교육지원청,중학교,문현중학교,서울특별시 송파구 충민로 99(장지동. 문현중학교),37.4805587972062,127.128244061598,02  -407 -4095,http://munhyeon.sen.ms.kr,532,12.7,해당,있음,0,1,있음,0.0,5.0
강동구,강동송파교육지원청,중학교,강동중학교,서울특별시 강동구 풍산로 237. 강동중학교 (강일동),37.5696502492074,127.177836046342,02  -481 -1502,http://gang-dong.sen.ms.kr,541,10.8,해당,있음,2,2,있음,5.0,6.0
송파구,강동송파교육지원청,중학교,보인중학교,서울특별시 송파구 오금로49길 18. 보인중학교 (오금동),37.4975692004431,127.139517839227,02  -449 -6017,http://boin.ms.kr,519,12.1,해당,있음,0,1,있음,14.0,4.0
송파구,강동송파교육지원청,중학교,정신여자중학교,서울특별시 송파구 올림픽로4길 16. 정신여자중학교 (잠실동),37.5094538398143,127.073847329188,02  -423 -2776,http://www.chungshin.net,1050,14.2,해당,있음,1,1,있음,0.0,6.0
양천구,강서양천교육지원청,중학교,신남중학교,서울특별시 양천구 중앙로29길 109(신월동.신남중학교),37.520773887801,126.847826214409,02  -2602-7353,http://shinnam.sen.ms.kr,577,10.5,해당,있음,1,2,있음,2.0,5.0
강서구,강서양천교육지원청,중학교,등촌중학교,서울특별시 강서구 공항대로 484-12(등촌동.등촌중학교),37.5524822120704,126.859214787423,02  -2653-0392,http://deungchon.sen.ms.kr,405,12.7,해당,있음,0,1,있음,0.0,8.0
서초구,강남서초교육지원청,중학교,언남중학교,서울특별시 서초구 동산로 55(양재동.언남중학교),37.4723026220168,127.043757102066,02  -577 -3038,http://eonnam.sen.ms.kr,347,9.9,해당,있음,1,1,있음,0.0,0.0
서초구,강남서초교육지원청,중학교,동덕여자중학교,서울특별시 서초구 효령로2길 123-5. 동덕여자중고등학교 (방배동),37.4758460567445,126.992615816174,02  -586 -5417,http://dongduk.sen.ms.kr,411,9.1,해당,있음,1,1,있음,2.0,5.0
동작구,동작관악교육지원청,중학교,문창중학교,서울특별시 동작구 여의대방로22나길 40(신대방동),37.4958609410012,126.922405470441,02  -821 -2359,http://munchang.sen.ms.kr,377,11.4,해당,있음,0,1,있음,0.0,5.0
동작구,동작관악교육지원청,중학교,중앙대학교사범대학부속중학교,서울특별시 동작구 서달로 124(흑석동),37.503629418993,126.961732578732,02  -827 -9103,http://www.cau.ms.kr,654,13.9,해당,있음,1,1,있음,4.0,7.0
성동구,성동광진교육지원청,중학교,무학중학교,서울특별시 성동구 행당로 120(행당동),37.557701190017,127.031992242352,02  -2298-6141,http://muhak.sen.ms.kr,771,12.0,해당,있음,1,1,있음,1.0,5.0
성북구,성북강북교육지원청,중학교,장위중학교,서울특별시 성북구 장위로4길 70(장위동.장위중학교),37.6112817727174,127.040874553779,02  -941 -1672,http://jangwi.sen.ms.kr,596,11.9,해당,있음,1,2,있음,4.0,1.0
강북구,성북강북교육지원청,중학교,삼각산중학교,서울특별시 강북구 삼양로19길 141. 삼각산중학교 (미아동),37.6160412359101,127.014342650437,02  -6387-7031,http://samgaksan.sen.ms.kr,975,14.8,해당,있음,1,1,있음,5.0,11.0
강북구,성북강북교육지원청,중학교,창문여자중학교,서울특별시 강북구 월계로 61(송중동. 창문여자중고등학교),37.6134009168268,127.035828005248,02  -986 -1703,http://changmun.sen.ms.kr,496,13.4,해당,있음,0,1,있음,5.0,2.0
강북구,성북강북교육지원청,중학교,영훈국제중학교,서울특별시 강북구 도봉로13가길 19(미아동.학교법인꿈이있는미래),37.6146818749027,127.02809331872,02  -970 -4700,http://www.younghoon.ms.kr,497,14.6,미해당,있음,0,1,있음,12.0,0.0
성북구,성북강북교육지원청,고등학교,서울대학교사범대학부설고등학교,서울특별시 성북구 월곡로 6(종암동),37.5947007712696,127.038143027214,02  -913 -7305,https://snu.sen.hs.kr/,696,9.5,미해당,있음,0,1,있음,3.0,1.0
종로구,중부교육지원청,고등학교,경복고등학교,서울특별시 종로구 자하문로28가길 9. 경복고등학교 (청운동.경복고등학교),37.585945671102,126.971510913077,02  -397 -5230,http://kyungbock.sen.hs.kr,557,8.7,미해당,있음,1,1,있음,0.0,0.0
광진구,성동광진교육지원청,고등학교,광남고등학교,서울특별시 광진구 아차산로70길 17-16. 광남고등학교 (광장동. 광남고등학교),37.541514723184,127.101213923003,02  -2204-8737,http://gwang-nam.sen.hs.kr,972,10.5,미해당,있음,0,3,있음,0.0,4.0
광진구,성동광진교육지원청,고등학교,광양고등학교,서울특별시 광진구 자양로3가길 31(자양동),37.529378916523,127.085182284683,02  -446 -1436,http://gwangyang.sen.hs.kr,457,9.3,미해당,있음,1,1,있음,0.0,0.0
동작구,동작관악교육지원청,고등학교,동작고등학교,서울특별시 동작구 솔밭로 51(사당동.동작고등학교(복합정보센타)),37.4826019423842,126.965086250636,02  -588 -4196,http://dongjak.sen.hs.kr,744,10.8,해당,있음,1,1,있음,0.0,5.0
강동구,강동송파교육지원청,고등학교,둔촌고등학교,서울특별시 강동구 명일로 140(둔촌동.둔촌고등학교),37.531432583881,127.143808707936,02  -480 -2404,https://doonchon.sen.hs.kr/,708,11.1,미해당,있음,2,1,있음,2.0,0.0
노원구,북부교육지원청,고등학교,상계고등학교,서울특별시 노원구 노해로 432(상계동. 상계고등학교),37.652724684304,127.055453430868,02  -6477-0700,http://sanggye.sen.hs.kr,668,10.4,미해당,있음,0,1,있음,1.0,0.0
동작구,동작관악교육지원청,고등학교,영등포고등학교,서울특별시 동작구 등용로8길 5-13(대방동),37.5090576753588,126.93473352703,02  -816 -8323,http://ydp.sen.hs.kr,510,9.4,미해당,있음,1,1,있음,0.0,0.0
광진구,성동광진교육지원청,고등학교,자양고등학교,서울특별시 광진구 뚝섬로37길 28(자양동.자양고등학교),37.536077967735,127.073339535384,02  -2049-4100,http://jayang.sen.hs.kr,877,11.5,미해당,있음,1,1,있음,0.0,2.0
영등포구,남부교육지원청,고등학교,여의도여자고등학교,서울특별시 영등포구 국제금융로7가길 13. 여의도여자고등학교 (여의도동),37.5229539211231,126.934857399184,02  -3780-4400,http://yeouido-gh.sen.hs.kr,501,9.3,미해당,있음,2,1,있음,0.0,0.0
도봉구,북부교육지원청,고등학교,자운고등학교,서울특별시 도봉구 노해로69길 150(창동),37.6590464061269,127.050690661699,02  -998 -2929,http://jawoon.sen.hs.kr,745,11.5,해당,있음,0,2,있음,2.0,3.0
노원구,북부교육지원청,고등학교,불암고등학교,서울특별시 노원구 중계로 155(중계동),37.6491585296421,127.080305829512,02  -936 -7500,http://buram.sen.hs.kr,746,10.8,미해당,있음,0,1,있음,1.0,0.0
구로구,남부교육지원청,고등학교,신도림고등학교,서울특별시 구로구 경인로67길 159(신도림동.신도림고등학교),37.5140629233737,126.88208378322,02  -2068-7979,https://shindorim.sen.hs.kr/,563,9.4,미해당,있음,1,1,있음,0.0,2.0
광진구,성동광진교육지원청,고등학교,대원고등학교,서울특별시 광진구 용마산로22길 26. 대원고등학교 (중곡동),37.5624502219725,127.089376716312,02  -2204-1568,http://daewon.sen.hs.kr,637,11.6,해당,있음,1,1,있음,21.0,1.0
동대문구,동부교육지원청,고등학교,동국대학교사범대학부속고등학교,서울특별시 동대문구 장안벚꽃로 201(장안동.동국대학교사범대학부속고등학교),37.5780471818476,127.075133018965,02  -6913-1578,http://ddbk.sen.hs.kr,967,13.4,미해당,있음,1,1,있음,6.0,2.0
강동구,강동송파교육지원청,고등학교,동북고등학교,서울특별시 강동구 강동대로 305(둔촌동),37.5202406144077,127.139450654266,02  -477 -2280,http://dongbuk.sen.hs.kr,795,10.9,미해당,없음,0,1,있음,5.0,1.0
관악구,동작관악교육지원청,고등학교,성보고등학교,서울특별시 관악구 남부순환로156길 39(신림동.성보고등학교),37.4807283676946,126.920957326353,02  -2087-3061,http://sungbo.sen.hs.kr,597,11.1,미해당,있음,1,1,있음,14.0,5.0
중랑구,동부교육지원청,고등학교,송곡고등학교,서울특별시 중랑구 양원역로 50(망우동),37.6058454355439,127.106463734951,02  -435 -0660,https://sg.sen.hs.kr/,671,11.6,해당,있음,0,1,있음,11.0,3.0
마포구,서부교육지원청,고등학교,숭문고등학교,서울특별시 마포구 숭문길 99(숭문중고등학교. 대흥동),37.5508909515504,126.945886852057,02  -715 -4461,http://soongmoon.sen.hs.kr,587,11.5,미해당,있음,0,1,있음,5.0,3.0
성북구,성북강북교육지원청,고등학교,용문고등학교,서울특별시 성북구 고려대로17가길 46(안암동2가. 용문중고등학교),37.5886903262008,127.024660795253,02  -928 -3871,http://yongmoon.sen.hs.kr,799,11.8,미해당,있음,1,1,있음,4.0,1.0
강남구,강남서초교육지원청,고등학교,중동고등학교,서울특별시 강남구 일원로 7. 중동고등학교 (일원동),37.4937134106081,127.080660058176,02  -2040-2590,http://www.joongdong.hs.kr,1100,14.1,미해당,있음,0,1,있음,0.0,2.0
강남구,강남서초교육지원청,고등학교,중앙대학교사범대학부속고등학교,서울특별시 강남구 선릉로 207. 중앙대학교사범대학부속고등학교 (도곡동),37.4918425685769,127.05169012944,02  -579 -4005,http://cau.sen.hs.kr,1011,12.5,미해당,있음,1,1,있음,0.0,0.0
서대문구,서부교육지원청,고등학교,한성고등학교,서울특별시 서대문구 북아현로1길 24(북아현동),37.559096439531,126.954456481223,02  -363 -4943,http://hanseong.sen.hs.kr,348,8.1,미해당,있음,1,1,있음,15.0,0.0
